Member_ID,Gender,Age,Days_Since_Registration,Age_Group,group_kainin,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Amount,Amount_flag,Quantity_flag,Total2,Amount_pct,Quantity_label,Female,Male,Amount_Stead
124,Male,73,1798,66-,2年〜,545,2024-07-06 10:25:00,47,20,4,2780,1,1,31240,4,high,False,True,-0.9214234066049868
124,Male,73,1798,66-,2年〜,785,2024-08-04 17:50:00,21,14,1,8660,1,0,31240,4,Low,False,True,1.1960876366550617
124,Male,73,1798,66-,2年〜,834,2024-08-10 17:27:00,3,9,2,7500,1,0,31240,4,Low,False,True,0.778347362814644
125,Female,30,1248,-30,2年〜,53,2024-05-07 08:24:00,11,7,3,4440,1,1,17420,3,Medium,True,False,-0.32362266990232
125,Female,30,1248,-30,2年〜,95,2024-05-12 11:30:00,18,19,1,8450,1,0,17420,3,Low,True,False,1.1204622422529171
125,Female,30,1248,-30,2年〜,651,2024-07-19 09:06:00,17,2,1,520,0,0,17420,3,Low,True,False,-1.7352966987423524
125,Female,30,1248,-30,2年〜,852,2024-08-12 22:13:00,3,6,2,4010,1,0,17420,3,Low,True,False,-0.47847466796385424
126,Male,43,1058,31-50,2年〜,414,2024-06-20 10:28:00,11,17,4,2390,1,1,9580,1,high,False,True,-1.061870567637541
126,Male,43,1058,31-50,2年〜,569,2024-07-09 08:46:00,26,20,3,7190,1,1,9580,1,Medium,False,True,0.6667098758400496
127,Female,49,1134,31-50,2年〜,607,2024-07-14 00:08:00,38,2,1,7190,1,0,36600,4,Low,True,False,0.6667098758400496
127,Female,49,1134,31-50,2年〜,856,2024-08-13 09:56:00,28,16,3,9080,1,1,36600,4,Medium,True,False,1.347338425459351
127,Female,49,1134,31-50,2年〜,940,2024-08-23 16:08:00,36,2,1,9180,1,0,36600,4,Low,True,False,1.3833505180318009
127,Female,49,1134,31-50,2年〜,963,2024-08-26 11:33:00,1,6,2,6990,1,0,36600,4,Low,True,False,0.59468569069515
127,Female,49,1134,31-50,2年〜,999,2024-08-30 21:04:00,11,15,3,4160,1,1,36600,4,Medium,True,False,-0.4244565291051795
128,Female,72,1589,66-,2年〜,229,2024-05-28 20:15:00,42,6,4,8470,1,1,30770,4,high,True,False,1.1276646607674072
128,Female,72,1589,66-,2年〜,449,2024-06-24 17:03:00,31,5,4,9500,1,1,30770,4,high,True,False,1.4985892142636401
128,Female,72,1589,66-,2年〜,739,2024-07-30 03:01:00,32,13,4,4550,1,1,30770,4,high,True,False,-0.2840093680726253
128,Female,72,1589,66-,2年〜,788,2024-08-05 02:38:00,26,12,4,8250,1,1,30770,4,high,True,False,1.0484380571080176
129,Male,34,1911,31-50,2年〜,322,2024-06-09 04:49:00,22,19,1,9540,1,0,20410,3,Low,False,True,1.51299405129262
129,Male,34,1911,31-50,2年〜,456,2024-06-25 13:34:00,22,7,1,7450,1,0,20410,3,Low,False,True,0.7603413165284191
129,Male,34,1911,31-50,2年〜,572,2024-07-09 17:33:00,40,17,3,1550,0,1,20410,3,Medium,False,True,-1.3643721452461195
129,Male,34,1911,31-50,2年〜,714,2024-07-27 01:45:00,28,12,4,1030,0,1,20410,3,high,False,True,-1.5516350266228585
129,Male,34,1911,31-50,2年〜,727,2024-07-28 15:51:00,27,20,3,840,0,1,20410,3,Medium,False,True,-1.6200580025105131
130,Female,41,254,31-50,〜1年,118,2024-05-15 06:55:00,34,11,1,650,0,0,31580,4,Low,True,False,-1.6884809783981678
130,Female,41,254,31-50,〜1年,131,2024-05-16 21:01:00,28,14,3,5080,1,1,31580,4,Medium,True,False,-0.09314527743864129
130,Female,41,254,31-50,〜1年,206,2024-05-26 00:50:00,17,20,2,9030,1,0,31580,4,Low,True,False,1.329332379173126
130,Female,41,254,31-50,〜1年,239,2024-05-30 01:33:00,47,16,3,2970,1,1,31580,4,Medium,True,False,-0.8530004307173322
130,Female,41,254,31-50,〜1年,245,2024-05-30 19:08:00,49,14,3,9920,1,1,31580,4,Medium,True,False,1.6498400030679292
130,Female,41,254,31-50,〜1年,323,2024-06-09 07:45:00,31,12,4,3930,1,1,31580,4,high,True,False,-0.507284342021814
131,Male,34,1003,31-50,2年〜,620,2024-07-15 14:14:00,11,8,1,5250,1,0,14970,2,Low,False,True,-0.03192472006547662
131,Male,34,1003,31-50,2年〜,742,2024-07-30 11:49:00,7,8,2,8760,1,0,14970,2,Low,False,True,1.2320997292275115
131,Male,34,1003,31-50,2年〜,756,2024-08-01 04:51:00,18,18,3,960,0,1,14970,2,Medium,False,True,-1.5768434914235734
132,Female,50,1331,31-50,2年〜,27,2024-05-04 04:12:00,48,10,4,3290,1,1,23660,3,high,True,False,-0.7377617344854929
132,Female,50,1331,31-50,2年〜,483,2024-06-28 20:42:00,13,16,2,3620,1,0,23660,3,Low,True,False,-0.6189218289964085
132,Female,50,1331,31-50,2年〜,485,2024-06-29 02:34:00,10,6,2,7440,1,0,23660,3,Low,True,False,0.7567401072711741
132,Female,50,1331,31-50,2年〜,889,2024-08-17 10:40:00,17,20,3,9310,1,1,23660,3,Medium,True,False,1.4301662383759854
133,Male,44,396,31-50,1年〜2年,280,2024-06-04 01:43:00,3,1,4,8210,1,1,21480,3,high,False,True,1.0340332200790376
133,Male,44,396,31-50,1年〜2年,351,2024-06-12 17:49:00,18,13,2,6450,1,0,21480,3,Low,False,True,0.4002203908039211
133,Male,44,396,31-50,1年〜2年,746,2024-07-30 23:32:00,20,5,3,6820,1,1,21480,3,Medium,False,True,0.5334651333219853
134,Male,40,346,31-50,〜1年,199,2024-05-25 04:19:00,7,17,1,8860,1,0,19780,3,Low,False,True,1.2681118217999614
134,Male,40,346,31-50,〜1年,750,2024-07-31 11:16:00,49,18,1,3920,1,0,19780,3,Low,False,True,-0.510885551279059
134,Male,40,346,31-50,〜1年,805,2024-08-07 04:28:00,45,19,3,7000,1,1,19780,3,Medium,False,True,0.598286899952395
135,Male,71,1964,66-,2年〜,416,2024-06-20 16:20:00,4,18,2,6760,1,0,6760,1,Low,False,True,0.5118578777785154
136,Male,41,1858,31-50,2年〜,20,2024-05-03 07:41:00,28,20,1,7620,1,0,35900,4,Low,False,True,0.8215618739015838
136,Male,41,1858,31-50,2年〜,113,2024-05-14 16:15:00,45,15,3,7880,1,1,35900,4,Medium,False,True,0.9151933145899532
136,Male,41,1858,31-50,2年〜,152,2024-05-19 10:34:00,17,3,1,8150,1,0,35900,4,Low,False,True,1.0124259645355678
136,Male,41,1858,31-50,2年〜,368,2024-06-14 19:39:00,24,11,4,1520,0,1,35900,4,high,False,True,-1.3751757730178544
136,Male,41,1858,31-50,2年〜,452,2024-06-25 01:50:00,9,16,4,8200,1,1,35900,4,high,False,True,1.0304320108217926
136,Male,41,1858,31-50,2年〜,908,2024-08-19 18:21:00,24,18,2,620,0,0,35900,4,Low,False,True,-1.6992846061699027
136,Male,41,1858,31-50,2年〜,920,2024-08-21 05:31:00,34,13,3,1910,0,1,35900,4,Medium,False,True,-1.2347286119853
137,Female,61,1501,51-65,2年〜,547,2024-07-06 16:17:00,32,16,2,6070,1,0,7620,1,Low,True,False,0.2633744390286118
137,Female,61,1501,51-65,2年〜,724,2024-07-28 07:03:00,27,10,2,1550,0,0,7620,1,Low,True,False,-1.3643721452461195
138,Male,33,1107,31-50,2年〜,85,2024-05-11 06:11:00,30,2,3,1750,0,1,37080,4,Medium,False,True,-1.2923479601012198
138,Male,33,1107,31-50,2年〜,288,2024-06-05 01:10:00,38,1,2,8160,1,0,37080,4,Low,False,True,1.0160271737928128
138,Male,33,1107,31-50,2年〜,363,2024-06-14 04:59:00,32,8,4,9900,1,1,37080,4,high,False,True,1.6426375845534393
138,Male,33,1107,31-50,2年〜,550,2024-07-07 01:04:00,33,15,4,7700,1,1,37080,4,high,False,True,0.8503715479595436
138,Male,33,1107,31-50,2年〜,657,2024-07-20 02:41:00,31,12,4,9570,1,1,37080,4,high,False,True,1.523797679064355
139,Male,49,162,31-50,〜1年,356,2024-06-13 08:28:00,49,15,2,5090,1,0,9300,1,Low,False,True,-0.0895440681813963
139,Male,49,162,31-50,〜1年,774,2024-08-03 09:36:00,5,1,3,4210,1,1,9300,1,Medium,False,True,-0.40645048281895463
140,Female,31,331,31-50,〜1年,382,2024-06-16 12:41:00,27,20,2,8820,1,0,8820,1,Low,True,False,1.2537069847709814
141,Male,73,177,66-,〜1年,11,2024-05-02 05:18:00,45,9,4,6660,1,1,20470,3,high,False,True,0.47584578520606563
141,Male,73,177,66-,〜1年,43,2024-05-06 03:05:00,19,7,2,8110,1,0,20470,3,Low,False,True,0.9980211275065878
141,Male,73,177,66-,〜1年,221,2024-05-27 20:48:00,50,10,1,3070,1,0,20470,3,Low,False,True,-0.8169883381448824
141,Male,73,177,66-,〜1年,232,2024-05-29 05:02:00,12,3,3,1800,0,1,20470,3,Medium,False,True,-1.274341913814995
141,Male,73,177,66-,〜1年,916,2024-08-20 17:48:00,47,17,1,830,0,0,20470,3,Low,False,True,-1.623659211767758
142,Male,63,393,51-65,1年〜2年,173,2024-05-22 00:07:00,17,6,2,7420,1,0,28280,4,Low,False,True,0.7495376887566841
142,Male,63,393,51-65,1年〜2年,615,2024-07-14 23:35:00,49,20,3,6270,1,1,28280,4,Medium,False,True,0.3353986241735114
142,Male,63,393,51-65,1年〜2年,798,2024-08-06 07:57:00,14,1,4,5850,1,1,28280,4,high,False,True,0.18414783536922222
142,Male,63,393,51-65,1年〜2年,811,2024-08-07 22:03:00,48,11,1,2420,1,0,28280,4,Low,False,True,-1.0510669398658061
142,Male,63,393,51-65,1年〜2年,843,2024-08-11 19:50:00,6,18,2,5220,1,0,28280,4,Low,False,True,-0.042728347837211564
142,Male,63,393,51-65,1年〜2年,912,2024-08-20 06:04:00,32,8,1,1100,0,0,28280,4,Low,False,True,-1.5264265618221435
143,Female,71,808,66-,2年〜,82,2024-05-10 21:24:00,50,19,3,4410,1,1,26800,4,Medium,True,False,-0.334426297674055
143,Female,71,808,66-,2年〜,186,2024-05-23 14:13:00,23,11,4,1880,0,1,26800,4,high,True,False,-1.2455322397570352
143,Female,71,808,66-,2年〜,612,2024-07-14 14:47:00,46,20,1,1100,0,0,26800,4,Low,True,False,-1.5264265618221435
143,Female,71,808,66-,2年〜,668,2024-07-21 10:55:00,11,8,4,3050,1,1,26800,4,high,True,False,-0.8241907566593724
143,Female,71,808,66-,2年〜,793,2024-08-05 17:17:00,7,19,1,9620,1,0,26800,4,Low,True,False,1.5418037253505799
143,Female,71,808,66-,2年〜,971,2024-08-27 11:00:00,35,14,2,6740,1,0,26800,4,Low,True,False,0.5046554592640254
144,Male,35,584,31-50,1年〜2年,21,2024-05-03 10:37:00,44,7,3,4650,1,1,22540,3,Medium,False,True,-0.24799727550017545
144,Male,35,584,31-50,1年〜2年,154,2024-05-19 16:25:00,36,6,3,7460,1,1,22540,3,Medium,False,True,0.7639425257856641
144,Male,35,584,31-50,1年〜2年,454,2024-06-25 07:42:00,38,14,4,9300,1,1,22540,3,high,False,True,1.4265650291187406
144,Male,35,584,31-50,1年〜2年,650,2024-07-19 06:10:00,33,10,3,1130,0,1,22540,3,Medium,False,True,-1.5156229340504086
145,Female,44,1653,31-50,2年〜,151,2024-05-19 07:38:00,5,14,3,1330,0,1,1330,1,Medium,True,False,-1.443598748905509
146,Male,80,527,66-,1年〜2年,24,2024-05-03 19:24:00,23,19,1,3240,1,0,34350,4,Low,False,True,-0.7557677807717177
146,Male,80,527,66-,1年〜2年,69,2024-05-09 07:18:00,5,10,4,2250,1,1,34350,4,high,False,True,-1.112287497238971
146,Male,80,527,66-,1年〜2年,93,2024-05-12 05:38:00,6,9,4,6630,1,1,34350,4,high,False,True,0.4650421574343307
146,Male,80,527,66-,1年〜2年,235,2024-05-29 13:50:00,24,5,2,6280,1,0,34350,4,Low,False,True,0.3389998334307564
146,Male,80,527,66-,1年〜2年,530,2024-07-04 14:27:00,6,10,4,6890,1,1,34350,4,high,False,True,0.5586735981227002
146,Male,80,527,66-,1年〜2年,961,2024-08-26 05:41:00,40,13,4,9060,1,1,34350,4,high,False,True,1.340136006944861
147,Male,58,649,51-65,1年〜2年,815,2024-08-08 09:46:00,46,8,1,2390,1,0,16190,2,Low,False,True,-1.061870567637541
147,Male,58,649,51-65,1年〜2年,880,2024-08-16 08:17:00,8,18,2,5300,1,0,16190,2,Low,False,True,-0.01391867377925172
147,Male,58,649,51-65,1年〜2年,939,2024-08-23 13:12:00,15,15,2,1100,0,0,16190,2,Low,False,True,-1.5264265618221435
147,Male,58,649,51-65,1年〜2年,965,2024-08-26 17:25:00,27,16,3,7400,1,1,16190,2,Medium,False,True,0.7423352702421943
148,Female,45,1049,31-50,2年〜,352,2024-06-12 20:45:00,34,18,2,7010,1,0,23060,3,Low,True,False,0.60188810920964
148,Female,45,1049,31-50,2年〜,539,2024-07-05 16:50:00,16,18,4,9580,1,1,23060,3,high,True,False,1.5273988883216
148,Female,45,1049,31-50,2年〜,611,2024-07-14 11:52:00,41,10,1,4760,1,0,23060,3,Low,True,False,-0.20838397367048067
148,Female,45,1049,31-50,2年〜,784,2024-08-04 14:55:00,11,13,3,1710,0,1,23060,3,Medium,True,False,-1.3067527971301998
149,Male,75,844,66-,2年〜,79,2024-05-10 12:36:00,43,19,3,9110,1,1,51250,4,Medium,False,True,1.358142053231086
149,Male,75,844,66-,2年〜,122,2024-05-15 18:38:00,21,20,4,4450,1,1,51250,4,high,False,True,-0.3200214606450751
149,Male,75,844,66-,2年〜,165,2024-05-21 00:40:00,28,7,1,860,0,0,51250,4,Low,False,True,-1.612855583996023
149,Male,75,844,66-,2年〜,252,2024-05-31 15:39:00,36,2,2,1040,0,0,51250,4,Low,False,True,-1.5480338173656134
149,Male,75,844,66-,2年〜,287,2024-06-04 22:14:00,19,10,3,7570,1,1,51250,4,Medium,False,True,0.8035558276153589
149,Male,75,844,66-,2年〜,380,2024-06-16 06:49:00,19,13,4,7060,1,1,51250,4,high,False,True,0.6198941554958649
149,Male,75,844,66-,2年〜,412,2024-06-20 04:36:00,24,15,1,6380,1,0,51250,4,Low,False,True,0.3750119260032062
149,Male,75,844,66-,2年〜,413,2024-06-20 07:32:00,44,16,3,6680,1,1,51250,4,Medium,False,True,0.4830482037205556
149,Male,75,844,66-,2年〜,868,2024-08-14 21:07:00,25,3,1,8100,1,0,51250,4,Low,False,True,0.9944199182493428
150,Male,68,862,66-,2年〜,80,2024-05-10 15:32:00,27,10,4,8470,1,1,24640,3,high,False,True,1.1276646607674072
150,Male,68,862,66-,2年〜,141,2024-05-18 02:19:00,18,11,2,4450,1,0,24640,3,Low,False,True,-0.3200214606450751
150,Male,68,862,66-,2年〜,423,2024-06-21 12:51:00,19,3,3,3300,1,1,24640,3,Medium,False,True,-0.7341605252282478
150,Male,68,862,66-,2年〜,771,2024-08-03 00:49:00,11,20,4,6410,1,1,24640,3,high,False,True,0.38581555377494114
150,Male,68,862,66-,2年〜,823,2024-08-09 09:13:00,47,6,2,2010,1,0,24640,3,Low,False,True,-1.1987165194128504
151,Female,35,428,31-50,1年〜2年,175,2024-05-22 05:58:00,26,4,2,9790,1,0,26130,4,Low,True,False,1.6030242827237446
151,Female,35,428,31-50,1年〜2年,241,2024-05-30 07:25:00,19,9,4,7200,1,1,26130,4,high,True,False,0.6703110850972946
151,Female,35,428,31-50,1年〜2年,417,2024-06-20 19:16:00,47,12,3,9140,1,1,26130,4,Medium,True,False,1.3689456810028209
152,Female,18,553,-30,1年〜2年,56,2024-05-07 17:12:00,38,20,1,4870,1,0,30290,4,Low,True,False,-0.1687706718407859
152,Female,18,553,-30,1年〜2年,63,2024-05-08 13:43:00,1,15,4,9560,1,1,30290,4,high,True,False,1.52019646980711
152,Female,18,553,-30,1年〜2年,349,2024-06-12 11:57:00,14,20,3,4570,1,1,30290,4,Medium,True,False,-0.2768069495581353
152,Female,18,553,-30,1年〜2年,518,2024-07-03 03:17:00,47,20,2,2050,1,0,30290,4,Low,True,False,-1.1843116823838704
152,Female,18,553,-30,1年〜2年,582,2024-07-10 22:52:00,22,16,2,5970,1,0,30290,4,Low,True,False,0.227362346456162
152,Female,18,553,-30,1年〜2年,630,2024-07-16 19:33:00,5,13,3,3270,1,1,30290,4,Medium,True,False,-0.7449641529999828
153,Male,20,1217,-30,2年〜,395,2024-06-18 02:47:00,37,10,4,9010,1,1,26980,4,high,False,True,1.322129960658636
153,Male,20,1217,-30,2年〜,901,2024-08-18 21:50:00,38,6,2,9560,1,0,26980,4,Low,False,True,1.52019646980711
153,Male,20,1217,-30,2年〜,955,2024-08-25 12:06:00,24,13,1,8410,1,0,26980,4,Low,False,True,1.1060574052239374
154,Female,68,274,66-,〜1年,59,2024-05-08 01:59:00,34,12,2,6430,1,0,51360,4,Low,True,False,0.3930179722894311
154,Female,68,274,66-,〜1年,183,2024-05-23 05:25:00,11,13,1,5850,1,0,51360,4,Low,True,False,0.18414783536922222
154,Female,68,274,66-,〜1年,489,2024-06-29 14:17:00,46,4,4,6840,1,1,51360,4,high,True,False,0.5406675518364753
154,Female,68,274,66-,〜1年,614,2024-07-14 20:39:00,26,5,2,7050,1,0,51360,4,Low,True,False,0.6162929462386199
154,Female,68,274,66-,〜1年,665,2024-07-21 02:08:00,48,13,1,9120,1,0,51360,4,Low,True,False,1.3617432624883308
154,Female,68,274,66-,〜1年,745,2024-07-30 20:36:00,20,7,3,9310,1,1,51360,4,Medium,True,False,1.4301662383759854
154,Female,68,274,66-,〜1年,820,2024-08-09 00:25:00,37,19,3,6760,1,1,51360,4,Medium,True,False,0.5118578777785154
155,Male,45,358,31-50,〜1年,275,2024-06-03 11:04:00,31,15,2,8040,1,0,15510,2,Low,False,True,0.972812662705873
155,Male,45,358,31-50,〜1年,986,2024-08-29 06:58:00,8,6,2,7470,1,0,15510,2,Low,False,True,0.7675437350429091
156,Male,72,869,66-,2年〜,18,2024-05-03 01:49:00,3,1,3,7620,1,1,24980,3,Medium,False,True,0.8215618739015838
156,Male,72,869,66-,2年〜,253,2024-05-31 18:35:00,25,5,3,6890,1,1,24980,3,Medium,False,True,0.5586735981227002
156,Male,72,869,66-,2年〜,760,2024-08-01 16:34:00,27,17,2,3000,1,0,24980,3,Low,False,True,-0.8421968029455973
156,Male,72,869,66-,2年〜,781,2024-08-04 06:07:00,29,15,4,7470,1,1,24980,3,high,False,True,0.7675437350429091
157,Female,35,801,31-50,2年〜,16,2024-05-02 19:57:00,34,7,1,9280,1,0,14500,2,Low,True,False,1.4193626106042505
157,Female,35,801,31-50,2年〜,887,2024-08-17 04:48:00,34,2,3,5220,1,1,14500,2,Medium,True,False,-0.042728347837211564
158,Female,20,1023,-30,2年〜,23,2024-05-03 16:28:00,41,14,4,6510,1,1,50200,4,high,True,False,0.42182764634739095
158,Female,20,1023,-30,2年〜,147,2024-05-18 19:54:00,39,6,2,920,0,0,50200,4,Low,True,False,-1.5912483284525532
158,Female,20,1023,-30,2年〜,196,2024-05-24 19:31:00,47,6,1,7950,1,0,50200,4,Low,True,False,0.9404017793906682
158,Female,20,1023,-30,2年〜,198,2024-05-25 01:23:00,4,5,3,9180,1,1,50200,4,Medium,True,False,1.3833505180318009
158,Female,20,1023,-30,2年〜,512,2024-07-02 09:42:00,26,19,1,1100,0,0,50200,4,Low,True,False,-1.5264265618221435
158,Female,20,1023,-30,2年〜,731,2024-07-29 03:34:00,13,4,4,9380,1,1,50200,4,high,True,False,1.4553747031767004
158,Female,20,1023,-30,2年〜,861,2024-08-14 00:36:00,41,3,3,6620,1,1,50200,4,Medium,True,False,0.4614409481770857
158,Female,20,1023,-30,2年〜,957,2024-08-25 17:58:00,19,8,2,8540,1,0,50200,4,Low,True,False,1.152873125568122
159,Male,30,1657,-30,2年〜,33,2024-05-04 21:47:00,34,6,2,3000,1,0,8200,1,Low,False,True,-0.8421968029455973
159,Male,30,1657,-30,2年〜,514,2024-07-02 15:34:00,1,18,4,5200,1,1,8200,1,high,False,True,-0.049930766351701523
160,Male,43,1860,31-50,2年〜,83,2024-05-11 00:20:00,6,16,2,2750,1,0,31880,4,Low,False,True,-0.9322270343767218
160,Male,43,1860,31-50,2年〜,121,2024-05-15 15:42:00,49,18,3,4190,1,1,31880,4,Medium,False,True,-0.41365290133344457
160,Male,43,1860,31-50,2年〜,236,2024-05-29 16:46:00,35,10,3,5820,1,1,31880,4,Medium,False,True,0.17334420759748728
160,Male,43,1860,31-50,2年〜,296,2024-06-06 00:37:00,38,15,3,6700,1,1,31880,4,Medium,False,True,0.49025062223504556
160,Male,43,1860,31-50,2年〜,386,2024-06-17 00:24:00,36,19,1,5740,1,0,31880,4,Low,False,True,0.14453453353952742
160,Male,43,1860,31-50,2年〜,608,2024-07-14 03:04:00,24,20,3,6680,1,1,31880,4,Medium,False,True,0.4830482037205556
161,Female,32,1720,31-50,2年〜,77,2024-05-10 06:45:00,27,4,1,6790,1,0,29980,4,Low,True,False,0.5226615055502504
161,Female,32,1720,31-50,2年〜,169,2024-05-21 12:23:00,41,9,4,1510,0,1,29980,4,high,True,False,-1.3787769822750993
161,Female,32,1720,31-50,2年〜,536,2024-07-05 08:02:00,7,15,4,5450,1,1,29980,4,high,True,False,0.04009946507942299
161,Female,32,1720,31-50,2年〜,623,2024-07-15 23:02:00,38,11,3,3580,1,1,29980,4,Medium,True,False,-0.6333266660253883
161,Female,32,1720,31-50,2年〜,841,2024-08-11 13:58:00,31,1,4,4330,1,1,29980,4,high,True,False,-0.36323597173201483
161,Female,32,1720,31-50,2年〜,962,2024-08-26 08:37:00,19,17,2,8320,1,0,29980,4,Low,True,False,1.0736465219087323
162,Male,72,1,66-,〜1年,511,2024-07-02 06:46:00,36,5,4,8250,1,1,21590,3,high,False,True,1.0484380571080176
162,Male,72,1,66-,〜1年,733,2024-07-29 09:26:00,10,1,1,8090,1,0,21590,3,Low,False,True,0.9908187089920979
162,Male,72,1,66-,〜1年,895,2024-08-18 04:15:00,4,15,2,5250,1,0,21590,3,Low,False,True,-0.03192472006547662
163,Male,80,1917,66-,2年〜,204,2024-05-25 18:58:00,8,13,4,2980,1,1,19880,3,high,False,True,-0.8493992214600872
163,Male,80,1917,66-,2年〜,587,2024-07-11 13:31:00,7,5,3,8860,1,1,19880,3,Medium,False,True,1.2681118217999614
163,Male,80,1917,66-,2年〜,764,2024-08-02 04:18:00,50,15,1,8040,1,0,19880,3,Low,False,True,0.972812662705873
164,Female,78,1159,66-,2年〜,70,2024-05-09 10:14:00,30,9,3,4650,1,1,37680,4,Medium,True,False,-0.24799727550017545
164,Female,78,1159,66-,2年〜,111,2024-05-14 10:24:00,13,20,4,3330,1,1,37680,4,high,True,False,-0.7233568974565129
164,Female,78,1159,66-,2年〜,215,2024-05-27 03:13:00,5,20,3,680,0,1,37680,4,Medium,True,False,-1.6776773506264329
164,Female,78,1159,66-,2年〜,297,2024-06-06 03:33:00,2,13,3,7850,1,1,37680,4,Medium,True,False,0.9043896868182183
164,Female,78,1159,66-,2年〜,381,2024-06-16 09:45:00,9,7,2,4340,1,0,37680,4,Low,True,False,-0.35963476247476983
164,Female,78,1159,66-,2年〜,698,2024-07-25 02:51:00,43,13,2,7520,1,0,37680,4,Low,True,False,0.785549781329134
164,Female,78,1159,66-,2年〜,838,2024-08-11 05:11:00,23,3,2,9310,1,0,37680,4,Low,True,False,1.4301662383759854
165,Female,26,149,-30,〜1年,616,2024-07-15 02:31:00,50,3,1,5610,1,0,5610,1,Low,True,False,0.09771881319534267
166,Male,73,854,66-,2年〜,193,2024-05-24 10:44:00,27,18,1,2130,1,0,7200,1,Low,False,True,-1.1555020083259107
166,Male,73,854,66-,2年〜,990,2024-08-29 18:41:00,50,17,2,5070,1,0,7200,1,Low,False,True,-0.09674648669588627
167,Female,56,1987,51-65,2年〜,67,2024-05-09 01:26:00,45,6,1,8620,1,0,26760,4,Low,True,False,1.181682799626082
167,Female,56,1987,51-65,2年〜,96,2024-05-12 14:26:00,9,1,3,5370,1,1,26760,4,Medium,True,False,0.011289791021463146
167,Female,56,1987,51-65,2年〜,106,2024-05-13 19:44:00,4,17,1,4320,1,0,26760,4,Low,True,False,-0.3668371809892598
167,Female,56,1987,51-65,2年〜,652,2024-07-19 12:02:00,48,9,1,5470,1,0,26760,4,Low,True,False,0.04730188359391295
167,Female,56,1987,51-65,2年〜,688,2024-07-23 21:32:00,8,17,4,2980,1,1,26760,4,high,True,False,-0.8493992214600872
168,Male,79,1774,66-,2年〜,676,2024-07-22 10:22:00,26,6,2,5220,1,0,11680,2,Low,False,True,-0.042728347837211564
168,Male,79,1774,66-,2年〜,944,2024-08-24 03:52:00,18,8,3,6460,1,1,11680,2,Medium,False,True,0.403821600061166
169,Male,75,1856,66-,2年〜,374,2024-06-15 13:14:00,44,16,3,5830,1,1,13420,2,Medium,False,True,0.17694541685473225
169,Male,75,1856,66-,2年〜,635,2024-07-17 10:12:00,14,6,2,7590,1,0,13420,2,Low,False,True,0.8107582461298488
170,Female,70,1492,66-,2年〜,54,2024-05-07 11:20:00,49,15,3,6340,1,1,6340,1,Medium,True,False,0.3606070889742263
171,Female,64,237,51-65,〜1年,437,2024-06-23 05:53:00,18,6,2,3830,1,0,3830,1,Low,True,False,-0.5432964345942639
172,Male,48,590,31-50,1年〜2年,40,2024-05-05 18:18:00,1,17,2,6970,1,0,19980,3,Low,False,True,0.5874832721806601
172,Male,48,590,31-50,1年〜2年,133,2024-05-17 02:52:00,35,11,1,8340,1,0,19980,3,Low,False,True,1.0808489404232224
172,Male,48,590,31-50,1年〜2年,400,2024-06-18 17:26:00,33,13,4,1700,0,1,19980,3,high,False,True,-1.3103540063874448
172,Male,48,590,31-50,1年〜2年,870,2024-08-15 02:58:00,27,3,3,2970,1,1,19980,3,Medium,False,True,-0.8530004307173322
173,Female,47,439,31-50,1年〜2年,41,2024-05-05 21:14:00,47,17,4,2270,1,1,37720,4,high,True,False,-1.1050850787244808
173,Female,47,439,31-50,1年〜2年,226,2024-05-28 11:27:00,43,1,4,3440,1,1,37720,4,high,True,False,-0.6837435956268181
173,Female,47,439,31-50,1年〜2年,295,2024-06-05 21:41:00,16,16,1,9160,1,0,37720,4,Low,True,False,1.3761480995173108
173,Female,47,439,31-50,1年〜2年,340,2024-06-11 09:35:00,22,16,1,7610,1,0,37720,4,Low,True,False,0.8179606646443388
173,Female,47,439,31-50,1年〜2年,525,2024-07-03 23:48:00,47,11,2,7370,1,0,37720,4,Low,True,False,0.7315316424704593
173,Female,47,439,31-50,1年〜2年,829,2024-08-10 02:48:00,29,11,1,7870,1,0,37720,4,Low,True,False,0.9115921053327083
174,Male,67,1272,66-,2年〜,402,2024-06-18 23:18:00,25,16,2,5930,1,0,25970,4,Low,False,True,0.21295750942718206
174,Male,67,1272,66-,2年〜,577,2024-07-10 08:12:00,50,11,1,4280,1,0,25970,4,Low,False,True,-0.38124201801823976
174,Male,67,1272,66-,2年〜,877,2024-08-15 23:29:00,22,12,4,8200,1,1,25970,4,high,False,True,1.0304320108217926
174,Male,67,1272,66-,2年〜,956,2024-08-25 15:02:00,29,16,3,7560,1,1,25970,4,Medium,False,True,0.7999546183581139
175,Female,68,624,66-,1年〜2年,73,2024-05-09 19:01:00,11,6,2,1690,0,0,4650,1,Low,True,False,-1.3139552156446896
175,Female,68,624,66-,1年〜2年,960,2024-08-26 02:45:00,49,17,1,2960,1,0,4650,1,Low,True,False,-0.8566016399745772
176,Male,80,730,66-,2年〜,717,2024-07-27 10:32:00,21,20,3,7350,1,1,11570,2,Medium,False,True,0.7243292239559693
176,Male,80,730,66-,2年〜,770,2024-08-02 21:53:00,10,1,1,4220,1,0,11570,2,Low,False,True,-0.40284927356170963
177,Female,34,1397,31-50,2年〜,637,2024-07-17 16:04:00,46,11,3,1110,0,1,7600,1,Medium,True,False,-1.5228253525648987
